,index,Unnamed: 0,dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weeks_mean
1517,1517,1517,2011-03-05 05:00:00,1439,1,0,3,5,0,6,0,2,0.3,0.303,1.0,0.1343,0,3,3,5.0
1518,1518,1518,2011-03-05 06:00:00,1440,1,0,3,6,0,6,0,2,0.3,0.2879,1.0,0.2239,1,3,4,5.0
1519,1519,1519,2011-03-05 07:00:00,1441,1,0,3,7,0,6,0,2,0.3,0.2727,1.0,0.2985,5,10,15,18.0
1520,1520,1520,2011-03-05 08:00:00,1442,1,0,3,8,0,6,0,2,0.3,0.2727,1.0,0.2985,11,34,45,44.0
1521,1521,1521,2011-03-05 09:00:00,1443,1,0,3,9,0,6,0,2,0.32,0.303,0.93,0.2239,15,48,63,57.0
1522,1522,1522,2011-03-05 10:00:00,1444,1,0,3,10,0,6,0,2,0.34,0.3333,0.93,0.194,34,69,103,92.0
1523,1523,1523,2011-03-05 11:00:00,1445,1,0,3,11,0,6,0,2,0.4,0.4091,0.76,0.2239,43,116,159,121.0
1524,1524,1524,2011-03-05 12:00:00,1446,1,0,3,12,0,6,0,2,0.44,0.4394,0.67,0.2537,46,121,167,133.0
1525,1525,1525,2011-03-05 13:00:00,1447,1,0,3,13,0,6,0,2,0.46,0.4545,0.67,0.2836,60,130,190,155.0
1526,1526,1526,2011-03-05 14:00:00,1448,1,0,3,14,0,6,0,2,0.48,0.4697,0.59,0.2836,80,118,198,176.0
1527,1527,1527,2011-03-05 15:00:00,1449,1,0,3,15,0,6,0,2,0.46,0.4545,0.63,0.2985,83,122,205,170.0
1528,1528,1528,2011-03-05 16:00:00,1450,1,0,3,16,0,6,0,2,0.48,0.4697,0.59,0.2985,74,130,204,145.0
1529,1529,1529,2011-03-05 17:00:00,1451,1,0,3,17,0,6,0,2,0.48,0.4697,0.59,0.3582,60,104,164,149.0
1530,1530,1530,2011-03-05 18:00:00,1452,1,0,3,18,0,6,0,2,0.48,0.4697,0.59,0.3284,37,115,152,96.0
1531,1531,1531,2011-03-05 19:00:00,1453,1,0,3,19,0,6,0,2,0.46,0.4545,0.67,0.3284,27,62,89,65.0
1532,1532,1532,2011-03-05 20:00:00,1454,1,0,3,20,0,6,0,2,0.44,0.4394,0.77,0.3284,12,58,70,52.0
1533,1533,1533,2011-03-05 21:00:00,1455,1,0,3,21,0,6,0,2,0.44,0.4394,0.72,0.3284,12,60,72,51.0
1534,1534,1534,2011-03-05 22:00:00,1456,1,0,3,22,0,6,0,2,0.42,0.4242,0.77,0.2985,16,47,63,45.0
1535,1535,1535,2011-03-05 23:00:00,1457,1,0,3,23,0,6,0,2,0.44,0.4394,0.77,0.2985,10,34,44,32.0
1536,1536,1536,2011-03-06 00:00:00,1458,1,0,3,0,0,0,0,2,0.42,0.4242,0.77,0.3582,11,41,52,30.0
1537,1537,1537,2011-03-06 01:00:00,1459,1,0,3,1,0,0,0,2,0.42,0.4242,0.77,0.2836,12,27,39,26.0
1538,1538,1538,2011-03-06 02:00:00,1460,1,0,3,2,0,0,0,2,0.4,0.4091,0.82,0.2836,5,27,32,20.0
1539,1539,1539,2011-03-06 03:00:00,1461,1,0,3,3,0,0,0,2,0.42,0.4242,0.82,0.2985,2,9,11,14.0
1540,1540,1540,2011-03-06 04:00:00,1462,1,0,3,4,0,0,0,2,0.42,0.4242,0.88,0.3582,0,3,3,2.0
1541,1541,1541,2011-03-06 05:00:00,1462,1,0,3,5,0,0,0,2,0.42,0.4242,0.88,0.3582,0,3,3,2.0
1542,1542,1542,2011-03-06 06:00:00,1463,1,0,3,6,0,0,0,2,0.42,0.4242,0.94,0.3582,1,1,2,3.0
1543,1543,1543,2011-03-06 07:00:00,1464,1,0,3,7,0,0,0,3,0.42,0.4242,1.0,0.4478,0,5,5,6.0
1544,1544,1544,2011-03-06 08:00:00,1465,1,0,3,8,0,0,0,2,0.4,0.4091,1.0,0.2985,1,8,9,24.0
1545,1545,1545,2011-03-06 09:00:00,1466,1,0,3,9,0,0,0,2,0.42,0.4242,1.0,0.2836,4,18,22,54.0
1546,1546,1546,2011-03-06 10:00:00,1467,1,0,3,10,0,0,0,2,0.42,0.4242,1.0,0.2985,4,27,31,104.0
1547,1547,1547,2011-03-06 11:00:00,1468,1,0,3,11,0,0,0,2,0.42,0.4242,1.0,0.2239,18,44,62,133.0
1548,1548,1548,2011-03-06 12:00:00,1469,1,0,3,12,0,0,0,2,0.46,0.4545,0.94,0.3284,10,69,79,176.0
1549,1549,1549,2011-03-06 13:00:00,1470,1,0,3,13,0,0,0,2,0.46,0.4545,0.94,0.3582,22,83,105,204.0
1550,1550,1550,2011-03-06 14:00:00,1471,1,0,3,14,0,0,0,3,0.44,0.4394,1.0,0.2239,12,27,39,218.0
1551,1551,1551,2011-03-06 15:00:00,1472,1,0,3,15,0,0,0,3,0.44,0.4394,1.0,0.2239,3,4,7,197.0
1552,1552,1552,2011-03-06 16:00:00,1473,1,0,3,16,0,0,0,3,0.36,0.3333,1.0,0.2836,3,8,11,183.0
1553,1553,1553,2011-03-06 17:00:00,1474,1,0,3,17,0,0,0,3,0.34,0.303,1.0,0.2985,2,23,25,153.0
1554,1554,1554,2011-03-06 18:00:00,1475,1,0,3,18,0,0,0,3,0.32,0.2879,1.0,0.3582,0,23,23,108.0
1555,1555,1555,2011-03-06 19:00:00,1476,1,0,3,19,0,0,0,3,0.3,0.2576,1.0,0.4925,0,11,11,68.0
1556,1556,1556,2011-03-06 20:00:00,1477,1,0,3,20,0,0,0,3,0.28,0.2424,1.0,0.4179,3,8,11,57.0
1557,1557,1557,2011-03-06 21:00:00,1478,1,0,3,21,0,0,0,3,0.24,0.1818,0.93,0.6119,1,6,7,59.0
1558,1558,1558,2011-03-06 22:00:00,1479,1,0,3,22,0,0,0,2,0.22,0.197,1.0,0.3881,0,10,10,51.0
1559,1559,1559,2011-03-06 23:00:00,1480,1,0,3,23,0,0,0,2,0.22,0.197,1.0,0.4179,0,9,9,48.0
1560,1560,1560,2011-03-07 00:00:00,1481,1,0,3,0,0,1,1,3,0.2,0.1818,1.0,0.3284,0,4,4,26.0
1561,1561,1561,2011-03-07 01:00:00,1482,1,0,3,1,0,1,1,3,0.2,0.1818,1.0,0.3284,0,2,2,9.0
1562,1562,1562,2011-03-07 02:00:00,1482,1,0,3,2,0,1,1,3,0.2,0.1818,1.0,0.3284,0,2,2,5.0
1563,1563,1563,2011-03-07 03:00:00,1483,1,0,3,3,0,1,1,1,0.2,0.1515,0.8,0.5821,0,1,1,3.0
1564,1564,1564,2011-03-07 04:00:00,1484,1,0,3,4,0,1,1,1,0.2,0.1515,0.8,0.5224,1,0,1,1.0
1565,1565,1565,2011-03-07 05:00:00,1485,1,0,3,5,0,1,1,1,0.2,0.1818,0.75,0.3582,0,1,1,4.0
1566,1566,1566,2011-03-07 06:00:00,1486,1,0,3,6,0,1,1,1,0.2,0.1818,0.75,0.3881,3,31,34,21.0
1567,1567,1567,2011-03-07 07:00:00,1487,1,0,3,7,0,1,1,1,0.2,0.1667,0.75,0.4179,3,88,91,70.0
1568,1568,1568,2011-03-07 08:00:00,1488,1,0,3,8,0,1,1,1,0.2,0.1818,0.75,0.3881,11,200,211,191.0
1569,1569,1569,2011-03-07 09:00:00,1489,1,0,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627,5,129,134,110.0
1570,1570,1570,2011-03-07 10:00:00,1490,1,0,3,10,0,1,1,1,0.24,0.2121,0.6,0.2985,15,43,58,76.0
1571,1571,1571,2011-03-07 11:00:00,1491,1,0,3,11,0,1,1,1,0.26,0.2121,0.48,0.4478,19,41,60,77.0
1572,1572,1572,2011-03-07 12:00:00,1492,1,0,3,12,0,1,1,1,0.3,0.2727,0.42,0.4179,28,68,96,85.0
1573,1573,1573,2011-03-07 13:00:00,1493,1,0,3,13,0,1,1,1,0.32,0.2879,0.36,0.3881,16,54,70,85.0
1574,1574,1574,2011-03-07 14:00:00,1494,1,0,3,14,0,1,1,1,0.32,0.2879,0.36,0.4179,21,56,77,77.0
1575,1575,1575,2011-03-07 15:00:00,1495,1,0,3,15,0,1,1,1,0.34,0.303,0.31,0.3881,32,64,96,71.0
1576,1576,1576,2011-03-07 16:00:00,1496,1,0,3,16,0,1,1,1,0.34,0.303,0.31,0.3582,26,96,122,72.0
1577,1577,1577,2011-03-07 17:00:00,1497,1,0,3,17,0,1,1,1,0.34,0.303,0.29,0.3582,27,206,233,134.0
1578,1578,1578,2011-03-07 18:00:00,1498,1,0,3,18,0,1,1,1,0.32,0.303,0.31,0.2239,19,214,233,134.0
1579,1579,1579,2011-03-07 19:00:00,1499,1,0,3,19,0,1,1,1,0.3,0.2879,0.33,0.2239,11,134,145,76.0
1580,1580,1580,2011-03-07 20:00:00,1500,1,0,3,20,0,1,1,1,0.3,0.303,0.33,0.1642,5,87,92,48.0
1581,1581,1581,2011-03-07 21:00:00,1501,1,0,3,21,0,1,1,1,0.28,0.2727,0.38,0.2239,1,53,54,52.0
1582,1582,1582,2011-03-07 22:00:00,1502,1,0,3,22,0,1,1,1,0.26,0.2576,0.48,0.1642,1,34,35,44.0
1583,1583,1583,2011-03-07 23:00:00,1503,1,0,3,23,0,1,1,1,0.28,0.3182,0.48,0.0,0,22,22,22.0
1584,1584,1584,2011-03-08 00:00:00,1504,1,0,3,0,0,2,1,1,0.26,0.2879,0.48,0.0896,1,9,10,9.0
1585,1585,1585,2011-03-08 01:00:00,1505,1,0,3,1,0,2,1,1,0.24,0.2424,0.52,0.1343,0,4,4,3.0
1586,1586,1586,2011-03-08 02:00:00,1506,1,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1,0,1,3.0
1587,1587,1587,2011-03-08 03:00:00,1507,1,0,3,3,0,2,1,1,0.24,0.2576,0.52,0.0896,5,2,7,2.0
1588,1588,1588,2011-03-08 04:00:00,1508,1,0,3,4,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2,1.0
1589,1589,1589,2011-03-08 05:00:00,1509,1,0,3,5,0,2,1,1,0.2,0.2273,0.69,0.1045,2,8,10,3.0
1590,1590,1590,2011-03-08 06:00:00,1510,1,0,3,6,0,2,1,1,0.2,0.2576,0.59,0.0,3,42,45,28.0
1591,1591,1591,2011-03-08 07:00:00,1511,1,0,3,7,0,2,1,1,0.18,0.197,0.64,0.1343,9,119,128,84.0
1592,1592,1592,2011-03-08 08:00:00,1512,1,0,3,8,0,2,1,1,0.22,0.2273,0.55,0.194,10,247,257,184.0
1593,1593,1593,2011-03-08 09:00:00,1513,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642,11,140,151,113.0
1594,1594,1594,2011-03-08 10:00:00,1514,1,0,3,10,0,2,1,2,0.3,0.2879,0.33,0.194,25,46,71,55.0
1595,1595,1595,2011-03-08 11:00:00,1515,1,0,3,11,0,2,1,2,0.36,0.3485,0.25,0.1642,26,52,78,54.0
1596,1596,1596,2011-03-08 12:00:00,1516,1,0,3,12,0,2,1,2,0.36,0.3788,0.23,0.0,29,70,99,71.0
1597,1597,1597,2011-03-08 13:00:00,1517,1,0,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,25,73,98,72.0
1598,1598,1598,2011-03-08 14:00:00,1518,1,0,3,14,0,2,1,2,0.38,0.3939,0.2,0.0,16,56,72,72.0
1599,1599,1599,2011-03-08 15:00:00,1519,1,0,3,15,0,2,1,2,0.36,0.3788,0.18,0.0,35,77,112,73.0
1600,1600,1600,2011-03-08 16:00:00,1520,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,26,82,108,95.0
1601,1601,1601,2011-03-08 17:00:00,1521,1,0,3,17,0,2,1,1,0.36,0.3485,0.27,0.2239,39,209,248,215.0
1602,1602,1602,2011-03-08 18:00:00,1522,1,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194,21,214,235,201.0
1603,1603,1603,2011-03-08 19:00:00,1523,1,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045,9,141,150,127.0
1604,1604,1604,2011-03-08 20:00:00,1524,1,0,3,20,0,2,1,1,0.32,0.3333,0.39,0.0896,2,74,76,98.0
1605,1605,1605,2011-03-08 21:00:00,1525,1,0,3,21,0,2,1,1,0.3,0.2879,0.49,0.194,7,68,75,70.0
1606,1606,1606,2011-03-08 22:00:00,1526,1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239,11,44,55,55.0
1607,1607,1607,2011-03-08 23:00:00,1527,1,0,3,23,0,2,1,1,0.28,0.2727,0.61,0.194,3,38,41,22.0
1608,1608,1608,2011-03-09 00:00:00,1528,1,0,3,0,0,3,1,1,0.26,0.2879,0.65,0.0896,0,9,9,10.0
1609,1609,1609,2011-03-09 01:00:00,1529,1,0,3,1,0,3,1,1,0.26,0.2727,0.52,0.1343,0,4,4,6.0
1610,1610,1610,2011-03-09 02:00:00,1530,1,0,3,2,0,3,1,1,0.26,0.2727,0.52,0.1343,1,1,2,4.0
1611,1611,1611,2011-03-09 03:00:00,1531,1,0,3,3,0,3,1,1,0.24,0.2576,0.7,0.0896,1,2,3,2.0
1612,1612,1612,2011-03-09 04:00:00,1532,1,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,0,2,2,1.0
1613,1613,1613,2011-03-09 05:00:00,1533,1,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343,1,7,8,6.0
1614,1614,1614,2011-03-09 06:00:00,1534,1,0,3,6,0,3,1,2,0.24,0.2576,0.85,0.1045,5,44,49,36.0
1615,1615,1615,2011-03-09 07:00:00,1535,1,0,3,7,0,3,1,2,0.24,0.2424,0.87,0.1642,18,123,141,105.0
1616,1616,1616,2011-03-09 08:00:00,1536,1,0,3,8,0,3,1,2,0.24,0.2424,0.87,0.1343,11,238,249,240.0
1617,1617,1617,2011-03-09 09:00:00,1537,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537,5,136,141,137.0
1618,1618,1618,2011-03-09 10:00:00,1538,1,0,3,10,0,3,1,2,0.3,0.2879,0.75,0.2537,8,49,57,65.0
1619,1619,1619,2011-03-09 11:00:00,1539,1,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881,15,44,59,69.0
1620,1620,1620,2011-03-09 12:00:00,1540,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,14,84,98,78.0
1621,1621,1621,2011-03-09 13:00:00,1541,1,0,3,13,0,3,1,2,0.32,0.2879,0.76,0.3582,17,82,99,102.0
1622,1622,1622,2011-03-09 14:00:00,1542,1,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985,10,61,71,85.0
1623,1623,1623,2011-03-09 15:00:00,1543,1,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985,15,64,79,100.0
1624,1624,1624,2011-03-09 16:00:00,1544,1,0,3,16,0,3,1,2,0.34,0.303,0.76,0.3284,10,102,112,118.0
1625,1625,1625,2011-03-09 17:00:00,1545,1,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985,18,176,194,248.0
1626,1626,1626,2011-03-09 18:00:00,1546,1,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537,12,176,188,211.0
1627,1627,1627,2011-03-09 19:00:00,1547,1,0,3,19,0,3,1,2,0.34,0.303,0.76,0.3284,11,123,134,151.0
1628,1628,1628,2011-03-09 20:00:00,1548,1,0,3,20,0,3,1,2,0.32,0.3182,0.87,0.194,4,87,91,107.0
1629,1629,1629,2011-03-09 21:00:00,1549,1,0,3,21,0,3,1,2,0.32,0.303,0.93,0.3284,10,52,62,85.0
1630,1630,1630,2011-03-09 22:00:00,1550,1,0,3,22,0,3,1,3,0.32,0.3182,0.93,0.1642,4,17,21,61.0
1631,1631,1631,2011-03-09 23:00:00,1551,1,0,3,23,0,3,1,3,0.34,0.3333,0.93,0.194,1,17,18,31.0
1632,1632,1632,2011-03-10 00:00:00,1552,1,0,3,0,0,4,1,3,0.34,0.3182,0.0,0.2537,3,0,3,14.0
1633,1633,1633,2011-03-10 01:00:00,1553,1,0,3,1,0,4,1,3,0.34,0.3182,0.0,0.2537,0,2,2,5.0
1634,1634,1634,2011-03-10 02:00:00,1554,1,0,3,2,0,4,1,3,0.34,0.3182,0.0,0.2537,0,1,1,4.0
1635,1635,1635,2011-03-10 03:00:00,1554,1,0,3,3,0,4,1,3,0.34,0.3182,0.0,0.2537,0,1,1,2.0
1636,1636,1636,2011-03-10 04:00:00,1554,1,0,3,4,0,4,1,3,0.34,0.3182,0.0,0.2537,0,1,1,2.0
1637,1637,1637,2011-03-10 05:00:00,1555,1,0,3,5,0,4,1,3,0.36,0.3485,0.0,0.194,1,2,3,8.0
1638,1638,1638,2011-03-10 06:00:00,1556,1,0,3,6,0,4,1,3,0.36,0.3333,0.0,0.3284,0,12,12,47.0
1639,1639,1639,2011-03-10 07:00:00,1557,1,0,3,7,0,4,1,3,0.38,0.3939,0.0,0.2239,1,36,37,114.0
1640,1640,1640,2011-03-10 08:00:00,1558,1,0,3,8,0,4,1,3,0.38,0.3939,0.0,0.2836,1,43,44,252.0
1641,1641,1641,2011-03-10 09:00:00,1559,1,0,3,9,0,4,1,3,0.4,0.4091,0.0,0.2239,1,23,24,154.0
1642,1642,1642,2011-03-10 10:00:00,1560,1,0,3,10,0,4,1,3,0.4,0.4091,0.0,0.1642,0,17,17,67.0
1643,1643,1643,2011-03-10 11:00:00,1561,1,0,3,11,0,4,1,3,0.4,0.4091,0.0,0.2537,6,5,11,73.0
1644,1644,1644,2011-03-10 12:00:00,1562,1,0,3,12,0,4,1,3,0.42,0.4242,0.0,0.2239,4,30,34,89.0
1645,1645,1645,2011-03-10 13:00:00,1563,1,0,3,13,0,4,1,3,0.42,0.4242,0.0,0.2239,1,11,12,97.0
1646,1646,1646,2011-03-10 14:00:00,1564,1,0,3,14,0,4,1,3,0.44,0.4394,0.0,0.2985,0,12,12,76.0
1647,1647,1647,2011-03-10 15:00:00,1565,1,0,3,15,0,4,1,3,0.44,0.4394,0.0,0.2239,3,11,14,79.0
1648,1648,1648,2011-03-10 16:00:00,1566,1,0,3,16,0,4,1,3,0.42,0.4242,0.0,0.2537,1,20,21,96.0
1649,1649,1649,2011-03-10 17:00:00,1567,1,0,3,17,0,4,1,2,0.44,0.4394,0.0,0.3881,2,109,111,218.0
1650,1650,1650,2011-03-10 18:00:00,1568,1,0,3,18,0,4,1,3,0.44,0.4394,0.0,0.3582,2,80,82,175.0
1651,1651,1651,2011-03-10 19:00:00,1569,1,0,3,19,0,4,1,3,0.44,0.4394,0.0,0.5821,5,51,56,132.0
1652,1652,1652,2011-03-10 20:00:00,1570,1,0,3,20,0,4,1,3,0.36,0.3333,0.0,0.3284,9,29,38,99.0
1653,1653,1653,2011-03-10 21:00:00,1571,1,0,3,21,0,4,1,3,0.36,0.3485,0.0,0.2239,1,27,28,86.0
1654,1654,1654,2011-03-10 22:00:00,1572,1,0,3,22,0,4,1,2,0.34,0.3333,0.0,0.1343,4,30,34,61.0
1655,1655,1655,2011-03-10 23:00:00,1573,1,0,3,23,0,4,1,3,0.34,0.3485,0.0,0.0896,1,26,27,39.0
1656,1656,1656,2011-03-11 00:00:00,1574,1,0,3,0,0,5,1,2,0.34,0.3485,1.0,0.0896,0,6,6,18.0
1657,1657,1657,2011-03-11 01:00:00,1575,1,0,3,1,0,5,1,3,0.34,0.3485,1.0,0.1045,0,8,8,7.0
1658,1658,1658,2011-03-11 02:00:00,1576,1,0,3,2,0,5,1,3,0.34,0.3485,1.0,0.1045,2,3,5,4.0
1659,1659,1659,2011-03-11 03:00:00,1577,1,0,3,3,0,5,1,2,0.32,0.3333,0.93,0.0896,0,2,2,4.0
1660,1660,1660,2011-03-11 04:00:00,1577,1,0,3,4,0,5,1,2,0.32,0.3333,0.93,0.0896,0,2,2,1.0
1661,1661,1661,2011-03-11 05:00:00,1578,1,0,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239,1,6,7,7.0
1662,1662,1662,2011-03-11 06:00:00,1579,1,0,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836,1,31,32,30.0
1663,1663,1663,2011-03-11 07:00:00,1580,1,0,3,7,0,5,1,1,0.26,0.2576,0.7,0.194,10,104,114,78.0
1664,1664,1664,2011-03-11 08:00:00,1581,1,0,3,8,0,5,1,1,0.28,0.2727,0.7,0.2537,15,244,259,191.0
1665,1665,1665,2011-03-11 09:00:00,1582,1,0,3,9,0,5,1,2,0.3,0.2879,0.61,0.2836,13,143,156,144.0
1666,1666,1666,2011-03-11 10:00:00,1583,1,0,3,10,0,5,1,2,0.32,0.303,0.57,0.2985,18,60,78,70.0
1667,1667,1667,2011-03-11 11:00:00,1584,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,14,67,81,87.0
1668,1668,1668,2011-03-11 12:00:00,1585,1,0,3,12,0,5,1,2,0.34,0.3182,0.53,0.2537,15,96,111,132.0
1669,1669,1669,2011-03-11 13:00:00,1586,1,0,3,13,0,5,1,1,0.36,0.3333,0.53,0.2537,15,92,107,115.0
1670,1670,1670,2011-03-11 14:00:00,1587,1,0,3,14,0,5,1,2,0.36,0.3333,0.5,0.3582,25,64,89,124.0
1671,1671,1671,2011-03-11 15:00:00,1588,1,0,3,15,0,5,1,2,0.34,0.3182,0.53,0.2537,21,64,85,111.0
1672,1672,1672,2011-03-11 16:00:00,1589,1,0,3,16,0,5,1,2,0.34,0.303,0.49,0.2985,18,95,113,151.0
1673,1673,1673,2011-03-11 17:00:00,1590,1,0,3,17,0,5,1,1,0.34,0.3182,0.49,0.2239,23,200,223,248.0
1674,1674,1674,2011-03-11 18:00:00,1591,1,0,3,18,0,5,1,1,0.32,0.303,0.49,0.3284,19,134,153,189.0
1675,1675,1675,2011-03-11 19:00:00,1592,1,0,3,19,0,5,1,1,0.3,0.2727,0.56,0.3284,7,111,118,120.0
1676,1676,1676,2011-03-11 20:00:00,1593,1,0,3,20,0,5,1,1,0.3,0.303,0.56,0.1642,6,70,76,91.0
1677,1677,1677,2011-03-11 21:00:00,1594,1,0,3,21,0,5,1,2,0.3,0.2879,0.52,0.2537,10,43,53,68.0
1678,1678,1678,2011-03-11 22:00:00,1595,1,0,3,22,0,5,1,1,0.3,0.303,0.52,0.1642,11,53,64,67.0
1679,1679,1679,2011-03-11 23:00:00,1596,1,0,3,23,0,5,1,1,0.3,0.2879,0.52,0.2537,3,34,37,54.0
1680,1680,1680,2011-03-12 00:00:00,1597,1,0,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343,4,30,34,25.0
1681,1681,1681,2011-03-12 01:00:00,1598,1,0,3,1,0,6,0,1,0.24,0.2273,0.65,0.194,3,15,18,28.0
1682,1682,1682,2011-03-12 02:00:00,1599,1,0,3,2,0,6,0,1,0.24,0.2273,0.65,0.194,0,14,14,16.0
1683,1683,1683,2011-03-12 03:00:00,1600,1,0,3,3,0,6,0,1,0.24,0.2273,0.65,0.2537,1,6,7,6.0
1684,1684,1684,2011-03-12 04:00:00,1601,1,0,3,4,0,6,0,1,0.24,0.2273,0.65,0.2537,0,1,1,2.0
1685,1685,1685,2011-03-12 05:00:00,1602,1,0,3,5,0,6,0,1,0.22,0.2273,0.69,0.194,0,2,2,5.0
1686,1686,1686,2011-03-12 06:00:00,1603,1,0,3,6,0,6,0,1,0.22,0.2121,0.75,0.2537,2,2,4,6.0
1687,1687,1687,2011-03-12 07:00:00,1604,1,0,3,7,0,6,0,1,0.24,0.2273,0.7,0.194,4,19,23,20.0
1688,1688,1688,2011-03-12 08:00:00,1605,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,9,44,53,49.0
1689,1689,1689,2011-03-12 09:00:00,1606,1,0,3,9,0,6,0,1,0.28,0.2879,0.65,0.1045,25,76,101,64.0
1690,1690,1690,2011-03-12 10:00:00,1607,1,0,3,10,0,6,0,1,0.32,0.303,0.66,0.2239,21,78,99,98.0
1691,1691,1691,2011-03-12 11:00:00,1608,1,0,3,11,0,6,0,1,0.34,0.303,0.49,0.3284,36,83,119,136.0
1692,1692,1692,2011-03-12 12:00:00,1609,1,0,3,12,0,6,0,1,0.34,0.3182,0.53,0.2836,51,107,158,149.0
1693,1693,1693,2011-03-12 13:00:00,1610,1,0,3,13,0,6,0,1,0.36,0.3333,0.51,0.3582,62,95,157,173.0
1694,1694,1694,2011-03-12 14:00:00,1611,1,0,3,14,0,6,0,1,0.4,0.4091,0.5,0.4478,70,96,166,202.0
1695,1695,1695,2011-03-12 15:00:00,1612,1,0,3,15,0,6,0,1,0.42,0.4242,0.44,0.4925,81,101,182,180.0
1696,1696,1696,2011-03-12 16:00:00,1613,1,0,3,16,0,6,0,1,0.46,0.4545,0.41,0.4478,100,144,244,165.0
1697,1697,1697,2011-03-12 17:00:00,1614,1,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284,99,114,213,158.0
1698,1698,1698,2011-03-12 18:00:00,1615,1,0,3,18,0,6,0,1,0.42,0.4242,0.54,0.1642,54,91,145,126.0
1699,1699,1699,2011-03-12 19:00:00,1616,1,0,3,19,0,6,0,1,0.42,0.4242,0.54,0.0896,26,86,112,81.0
1700,1700,1700,2011-03-12 20:00:00,1617,1,0,3,20,0,6,0,1,0.4,0.4091,0.58,0.1045,22,64,86,62.0
1701,1701,1701,2011-03-12 21:00:00,1618,1,0,3,21,0,6,0,1,0.38,0.3939,0.62,0.0,36,46,82,58.0
1702,1702,1702,2011-03-12 22:00:00,1619,1,0,3,22,0,6,0,1,0.36,0.3788,0.71,0.0,7,56,63,51.0
1703,1703,1703,2011-03-12 23:00:00,1620,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896,11,38,49,36.0
1704,1704,1704,2011-03-13 00:00:00,1621,1,0,3,0,0,0,0,1,0.38,0.3939,0.62,0.1045,3,35,38,34.0
1705,1705,1705,2011-03-13 01:00:00,1622,1,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343,10,23,33,31.0
1706,1706,1706,2011-03-13 02:00:00,1622,1,0,3,2,0,0,0,1,0.36,0.3485,0.66,0.1343,10,23,33,24.0
1707,1707,1707,2011-03-13 03:00:00,1623,1,0,3,3,0,0,0,1,0.34,0.3333,0.76,0.1343,6,17,23,13.0
1708,1708,1708,2011-03-13 04:00:00,1624,1,0,3,4,0,0,0,1,0.34,0.3333,0.66,0.1642,4,9,13,2.0
1709,1709,1709,2011-03-13 05:00:00,1625,1,0,3,5,0,0,0,1,0.36,0.3485,0.62,0.1343,0,3,3,2.0
1710,1710,1710,2011-03-13 06:00:00,1626,1,0,3,6,0,0,0,1,0.34,0.3636,0.66,0.0,0,2,2,2.0
1711,1711,1711,2011-03-13 07:00:00,1627,1,0,3,7,0,0,0,1,0.36,0.3485,0.62,0.194,2,8,10,7.0
1712,1712,1712,2011-03-13 08:00:00,1628,1,0,3,8,0,0,0,1,0.4,0.4091,0.5,0.2985,11,23,34,23.0
1713,1713,1713,2011-03-13 09:00:00,1629,1,0,3,9,0,0,0,1,0.4,0.4091,0.5,0.4179,8,36,44,45.0
1714,1714,1714,2011-03-13 10:00:00,1630,1,0,3,10,0,0,0,1,0.42,0.4242,0.47,0.2537,36,86,122,79.0
1715,1715,1715,2011-03-13 11:00:00,1631,1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,88,93,181,116.0
1716,1716,1716,2011-03-13 12:00:00,1632,1,0,3,12,0,0,0,1,0.46,0.4545,0.38,0.3881,74,120,194,151.0
1717,1717,1717,2011-03-13 13:00:00,1633,1,0,3,13,0,0,0,1,0.46,0.4545,0.38,0.3881,97,124,221,187.0
1718,1718,1718,2011-03-13 14:00:00,1634,1,0,3,14,0,0,0,1,0.46,0.4545,0.41,0.2985,144,106,250,178.0
