,dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3091,2011-05-09 19:00:00,2998,2,0,5,19,0,1,1,1,0.58,0.5455,0.43,0.19399999999999998,45,339,384
3092,2011-05-09 20:00:00,2999,2,0,5,20,0,1,1,1,0.54,0.5152,0.49,0.19399999999999998,25,214,239
3093,2011-05-09 21:00:00,3000,2,0,5,21,0,1,1,1,0.52,0.5,0.59,0.1343,28,128,156
3094,2011-05-09 22:00:00,3001,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,21,95,116
3095,2011-05-09 23:00:00,3002,2,0,5,23,0,1,1,1,0.5,0.4848,0.68,0.0896,16,45,61
3096,2011-05-10 00:00:00,3003,2,0,5,0,0,2,1,1,0.48,0.4697,0.63,0.0,6,12,18
3097,2011-05-10 01:00:00,3004,2,0,5,1,0,2,1,1,0.46,0.4545,0.59,0.0896,3,12,15
3098,2011-05-10 02:00:00,3005,2,0,5,2,0,2,1,1,0.44,0.4394,0.58,0.1343,1,4,5
3099,2011-05-10 03:00:00,3006,2,0,5,3,0,2,1,1,0.44,0.4394,0.54,0.19399999999999998,1,3,4
3100,2011-05-10 04:00:00,3007,2,0,5,4,0,2,1,1,0.42,0.4242,0.62,0.2537,0,2,2
3101,2011-05-10 05:00:00,3008,2,0,5,5,0,2,1,1,0.4,0.4091,0.66,0.2239,1,28,29
3102,2011-05-10 06:00:00,3009,2,0,5,6,0,2,1,1,0.42,0.4242,0.67,0.1343,9,103,112
3103,2011-05-10 07:00:00,3010,2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,13,301,314
3104,2011-05-10 08:00:00,3011,2,0,5,8,0,2,1,2,0.5,0.4848,0.51,0.1045,28,397,425
3105,2011-05-10 09:00:00,3012,2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,29,176,205
3106,2011-05-10 10:00:00,3013,2,0,5,10,0,2,1,2,0.56,0.5303,0.37,0.0896,27,100,127
3107,2011-05-10 11:00:00,3014,2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,17,108,125
3108,2011-05-10 12:00:00,3015,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0.0,47,170,217
3109,2011-05-10 13:00:00,3016,2,0,5,13,0,2,1,2,0.62,0.6212,0.38,0.2537,50,152,202
3110,2011-05-10 14:00:00,3017,2,0,5,14,0,2,1,2,0.62,0.6212,0.33,0.0,42,134,176
3111,2011-05-10 15:00:00,3018,2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,28,152,180
3112,2011-05-10 16:00:00,3019,2,0,5,16,0,2,1,1,0.66,0.6212,0.31,0.1045,56,271,327
3113,2011-05-10 17:00:00,3020,2,0,5,17,0,2,1,1,0.64,0.6212,0.33,0.0,79,532,611
3114,2011-05-10 18:00:00,3021,2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,70,480,550
3115,2011-05-10 19:00:00,3022,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434
3116,2011-05-10 20:00:00,3023,2,0,5,20,0,2,1,1,0.54,0.5152,0.6,0.1343,50,241,291
3117,2011-05-10 21:00:00,3024,2,0,5,21,0,2,1,1,0.54,0.5152,0.52,0.0,30,173,203
3118,2011-05-10 22:00:00,3025,2,0,5,22,0,2,1,1,0.52,0.5,0.55,0.1045,29,121,150
3119,2011-05-10 23:00:00,3026,2,0,5,23,0,2,1,2,0.52,0.5,0.59,0.1343,9,72,81
3120,2011-05-11 00:00:00,3027,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,8,30,38
3121,2011-05-11 01:00:00,3028,2,0,5,1,0,3,1,2,0.5,0.4848,0.59,0.1045,4,16,20
3122,2011-05-11 02:00:00,3029,2,0,5,2,0,3,1,1,0.52,0.5,0.59,0.0,6,4,10
3123,2011-05-11 03:00:00,3030,2,0,5,3,0,3,1,1,0.5,0.4848,0.63,0.2239,0,3,3
3124,2011-05-11 04:00:00,3031,2,0,5,4,0,3,1,2,0.48,0.4697,0.88,0.1343,0,2,2
3125,2011-05-11 05:00:00,3032,2,0,5,5,0,3,1,1,0.46,0.4545,0.88,0.1343,0,20,20
3126,2011-05-11 06:00:00,3033,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,6,93,99
3127,2011-05-11 07:00:00,3034,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.19399999999999998,25,293,318
3128,2011-05-11 08:00:00,3035,2,0,5,8,0,3,1,1,0.48,0.4697,0.77,0.2537,21,421,442
3129,2011-05-11 09:00:00,3036,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,21,182,203
3130,2011-05-11 10:00:00,3037,2,0,5,10,0,3,1,1,0.54,0.5152,0.68,0.0896,30,124,154
3131,2011-05-11 11:00:00,3038,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141
3132,2011-05-11 12:00:00,3039,2,0,5,12,0,3,1,1,0.6,0.6212,0.56,0.0,41,185,226
3133,2011-05-11 13:00:00,3040,2,0,5,13,0,3,1,1,0.62,0.6212,0.5,0.0,36,157,193
3134,2011-05-11 14:00:00,3041,2,0,5,14,0,3,1,1,0.62,0.6212,0.53,0.0896,36,141,177
3135,2011-05-11 15:00:00,3042,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0.0,48,131,179
3136,2011-05-11 16:00:00,3043,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0.0,49,240,289
3137,2011-05-11 17:00:00,3044,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,17,242,259
3138,2011-05-11 18:00:00,3045,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274
3139,2011-05-11 19:00:00,3046,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,60,341,401
3140,2011-05-11 20:00:00,3047,2,0,5,20,0,3,1,1,0.54,0.5152,0.64,0.1343,28,245,273
3141,2011-05-11 21:00:00,3048,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0.0,32,202,234
3142,2011-05-11 22:00:00,3049,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,12,134,146
3143,2011-05-11 23:00:00,3050,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,12,69,81
3144,2011-05-12 00:00:00,3051,2,0,5,0,0,4,1,2,0.46,0.4545,0.88,0.2239,5,39,44
3145,2011-05-12 01:00:00,3052,2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,1,16,17
3146,2011-05-12 02:00:00,3053,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.19399999999999998,1,14,15
3147,2011-05-12 03:00:00,3054,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,0,5,5
3148,2011-05-12 04:00:00,3055,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0.0,1,5,6
3149,2011-05-12 05:00:00,3056,2,0,5,5,0,4,1,1,0.42,0.4242,0.94,0.1343,2,27,29
3150,2011-05-12 06:00:00,3057,2,0,5,6,0,4,1,1,0.44,0.4394,0.88,0.0,9,103,112
3151,2011-05-12 07:00:00,3058,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,14,283,297
3152,2011-05-12 08:00:00,3059,2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.19399999999999998,27,394,421
3153,2011-05-12 09:00:00,3060,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,21,191,212
3154,2011-05-12 10:00:00,3061,2,0,5,10,0,4,1,2,0.54,0.5152,0.68,0.2239,28,119,147
3155,2011-05-12 11:00:00,3062,2,0,5,11,0,4,1,1,0.58,0.5455,0.6,0.2239,43,136,179
3156,2011-05-12 12:00:00,3063,2,0,5,12,0,4,1,1,0.58,0.5455,0.6,0.2239,43,164,207
3157,2011-05-12 13:00:00,3064,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985,48,170,218
3158,2011-05-12 14:00:00,3065,2,0,5,14,0,4,1,2,0.62,0.6061,0.61,0.2239,43,148,191
3159,2011-05-12 15:00:00,3066,2,0,5,15,0,4,1,2,0.64,0.6212,0.53,0.2537,54,163,217
3160,2011-05-12 16:00:00,3067,2,0,5,16,0,4,1,2,0.64,0.6212,0.57,0.2537,50,238,288
3161,2011-05-12 17:00:00,3068,2,0,5,17,0,4,1,2,0.64,0.6212,0.57,0.19399999999999998,54,540,594
3162,2011-05-12 18:00:00,3069,2,0,5,18,0,4,1,1,0.62,0.6061,0.69,0.2239,64,463,527
3163,2011-05-12 19:00:00,3070,2,0,5,19,0,4,1,2,0.6,0.6061,0.64,0.19399999999999998,59,305,364
3164,2011-05-12 20:00:00,3071,2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.19399999999999998,56,220,276
3165,2011-05-12 21:00:00,3072,2,0,5,21,0,4,1,1,0.56,0.5303,0.83,0.1343,31,192,223
3166,2011-05-12 22:00:00,3073,2,0,5,22,0,4,1,1,0.54,0.5152,0.83,0.19399999999999998,25,147,172
3167,2011-05-12 23:00:00,3074,2,0,5,23,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998,16,87,103
3168,2011-05-13 00:00:00,3075,2,0,5,0,0,5,1,2,0.52,0.5,0.83,0.1642,6,46,52
3169,2011-05-13 01:00:00,3076,2,0,5,1,0,5,1,1,0.52,0.5,0.83,0.1642,5,15,20
3170,2011-05-13 02:00:00,3077,2,0,5,2,0,5,1,2,0.5,0.4848,0.88,0.1343,3,8,11
3171,2011-05-13 03:00:00,3078,2,0,5,3,0,5,1,2,0.5,0.4848,0.88,0.1343,2,2,4
3172,2011-05-13 04:00:00,3079,2,0,5,4,0,5,1,3,0.5,0.4848,0.88,0.1642,2,3,5
3173,2011-05-13 05:00:00,3080,2,0,5,5,0,5,1,2,0.5,0.4848,0.88,0.19399999999999998,1,24,25
3174,2011-05-13 06:00:00,3081,2,0,5,6,0,5,1,3,0.5,0.4848,0.88,0.1343,6,76,82
3175,2011-05-13 07:00:00,3082,2,0,5,7,0,5,1,3,0.5,0.4848,0.88,0.1642,16,141,157
3176,2011-05-13 08:00:00,3083,2,0,5,8,0,5,1,2,0.5,0.4848,0.88,0.19399999999999998,26,361,387
3177,2011-05-13 09:00:00,3084,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.19399999999999998,18,215,233
3178,2011-05-13 10:00:00,3085,2,0,5,10,0,5,1,2,0.52,0.5,0.83,0.1343,31,99,130
3179,2011-05-13 11:00:00,3086,2,0,5,11,0,5,1,2,0.52,0.5,0.83,0.1642,56,90,146
3180,2011-05-13 12:00:00,3087,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.19399999999999998,53,170,223
3181,2011-05-13 13:00:00,3088,2,0,5,13,0,5,1,2,0.52,0.5,0.88,0.3881,69,157,226
3182,2011-05-13 14:00:00,3089,2,0,5,14,0,5,1,2,0.52,0.5,0.87,0.2836,70,120,190
3183,2011-05-13 15:00:00,3090,2,0,5,15,0,5,1,2,0.52,0.5,0.88,0.1642,56,142,198
3184,2011-05-13 16:00:00,3091,2,0,5,16,0,5,1,2,0.52,0.5,0.88,0.1343,44,256,300
3185,2011-05-13 17:00:00,3092,2,0,5,17,0,5,1,3,0.52,0.5,0.88,0.1642,62,429,491
3186,2011-05-13 18:00:00,3093,2,0,5,18,0,5,1,3,0.52,0.5,0.88,0.1642,39,359,398
3187,2011-05-13 19:00:00,3094,2,0,5,19,0,5,1,2,0.52,0.5,0.83,0.19399999999999998,25,245,270
3188,2011-05-13 20:00:00,3095,2,0,5,20,0,5,1,2,0.52,0.5,0.83,0.1343,22,130,152
3189,2011-05-13 21:00:00,3096,2,0,5,21,0,5,1,2,0.52,0.5,0.84,0.1642,24,130,154
3190,2011-05-13 22:00:00,3097,2,0,5,22,0,5,1,2,0.52,0.5,0.83,0.2239,25,107,132
3191,2011-05-13 23:00:00,3098,2,0,5,23,0,5,1,3,0.5,0.4848,0.88,0.1642,31,88,119
3192,2011-05-14 00:00:00,3099,2,0,5,0,0,6,0,2,0.5,0.4848,0.88,0.1343,24,78,102
3193,2011-05-14 01:00:00,3100,2,0,5,1,0,6,0,2,0.5,0.4848,0.88,0.1343,18,64,82
3194,2011-05-14 02:00:00,3101,2,0,5,2,0,6,0,2,0.5,0.4848,0.88,0.1343,15,37,52
3195,2011-05-14 03:00:00,3102,2,0,5,3,0,6,0,2,0.5,0.4848,0.88,0.1343,5,30,35
3196,2011-05-14 04:00:00,3103,2,0,5,4,0,6,0,2,0.5,0.4848,0.82,0.1642,1,4,5
3197,2011-05-14 05:00:00,3104,2,0,5,5,0,6,0,2,0.5,0.4848,0.82,0.1045,7,7,14
3198,2011-05-14 06:00:00,3105,2,0,5,6,0,6,0,2,0.5,0.4848,0.88,0.1045,2,9,11
3199,2011-05-14 07:00:00,3106,2,0,5,7,0,6,0,3,0.48,0.4697,1.0,0.0,4,28,32
3200,2011-05-14 08:00:00,3107,2,0,5,8,0,6,0,3,0.5,0.4848,0.94,0.0,16,72,88
3201,2011-05-14 09:00:00,3108,2,0,5,9,0,6,0,2,0.52,0.5,0.94,0.0896,14,86,100
3202,2011-05-14 10:00:00,3109,2,0,5,10,0,6,0,2,0.52,0.5,0.94,0.1642,34,133,167
3203,2011-05-14 11:00:00,3110,2,0,5,11,0,6,0,2,0.52,0.5,0.94,0.1343,72,207,279
3204,2011-05-14 12:00:00,3111,2,0,5,12,0,6,0,3,0.52,0.5,1.0,0.0896,75,204,279
3205,2011-05-14 13:00:00,3112,2,0,5,13,0,6,0,3,0.52,0.5,1.0,0.0896,68,180,248
3206,2011-05-14 14:00:00,3113,2,0,5,14,0,6,0,2,0.54,0.5152,0.94,0.1343,57,159,216
3207,2011-05-14 15:00:00,3114,2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642,73,221,294
3208,2011-05-14 16:00:00,3115,2,0,5,16,0,6,0,2,0.54,0.5152,0.94,0.19399999999999998,107,188,295
3209,2011-05-14 17:00:00,3116,2,0,5,17,0,6,0,2,0.56,0.5303,0.88,0.19399999999999998,78,194,272
3210,2011-05-14 18:00:00,3117,2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239,88,216,304
3211,2011-05-14 19:00:00,3118,2,0,5,19,0,6,0,3,0.54,0.5152,0.94,0.1343,69,179,248
3212,2011-05-14 20:00:00,3119,2,0,5,20,0,6,0,3,0.54,0.5152,0.94,0.1343,42,115,157
3213,2011-05-14 21:00:00,3120,2,0,5,21,0,6,0,3,0.54,0.5152,0.94,0.2239,15,44,59
3214,2011-05-14 22:00:00,3121,2,0,5,22,0,6,0,3,0.54,0.5152,0.94,0.1642,7,19,26
3215,2011-05-14 23:00:00,3122,2,0,5,23,0,6,0,3,0.52,0.5,1.0,0.19399999999999998,11,33,44
3216,2011-05-15 00:00:00,3123,2,0,5,0,0,0,0,2,0.52,0.5,1.0,0.0,5,34,39
3217,2011-05-15 01:00:00,3124,2,0,5,1,0,0,0,2,0.52,0.5,1.0,0.1045,4,43,47
3218,2011-05-15 02:00:00,3125,2,0,5,2,0,0,0,2,0.52,0.5,1.0,0.1343,13,37,50
3219,2011-05-15 03:00:00,3126,2,0,5,3,0,0,0,2,0.52,0.5,1.0,0.0,11,21,32
3220,2011-05-15 04:00:00,3127,2,0,5,4,0,0,0,2,0.52,0.5,1.0,0.0,5,8,13
3221,2011-05-15 05:00:00,3128,2,0,5,5,0,0,0,3,0.52,0.5,1.0,0.1045,3,11,14
3222,2011-05-15 06:00:00,3129,2,0,5,6,0,0,0,2,0.52,0.5,1.0,0.1343,3,14,17
3223,2011-05-15 07:00:00,3130,2,0,5,7,0,0,0,2,0.52,0.5,1.0,0.1343,4,38,42
3224,2011-05-15 08:00:00,3131,2,0,5,8,0,0,0,2,0.54,0.5152,0.94,0.1343,24,46,70
3225,2011-05-15 09:00:00,3132,2,0,5,9,0,0,0,1,0.58,0.5455,0.83,0.2537,36,98,134
3226,2011-05-15 10:00:00,3133,2,0,5,10,0,0,0,1,0.58,0.5455,0.83,0.2239,73,153,226
3227,2011-05-15 11:00:00,3134,2,0,5,11,0,0,0,1,0.6,0.5758,0.78,0.2239,120,202,322
3228,2011-05-15 12:00:00,3135,2,0,5,12,0,0,0,1,0.62,0.5909,0.73,0.2985,120,247,367
3229,2011-05-15 13:00:00,3136,2,0,5,13,0,0,0,1,0.62,0.5909,0.73,0.2836,195,261,456
3230,2011-05-15 14:00:00,3137,2,0,5,14,0,0,0,1,0.64,0.6061,0.73,0.19399999999999998,183,254,437
3231,2011-05-15 15:00:00,3138,2,0,5,15,0,0,0,1,0.66,0.6212,0.69,0.2537,206,253,459
3232,2011-05-15 16:00:00,3139,2,0,5,16,0,0,0,1,0.64,0.6061,0.69,0.2537,158,282,440
3233,2011-05-15 17:00:00,3140,2,0,5,17,0,0,0,3,0.56,0.5303,0.78,0.3582,137,255,392
3234,2011-05-15 18:00:00,3141,2,0,5,18,0,0,0,1,0.56,0.5303,0.78,0.2537,60,177,237
3235,2011-05-15 19:00:00,3142,2,0,5,19,0,0,0,1,0.56,0.5303,0.83,0.1045,78,153,231
3236,2011-05-15 20:00:00,3143,2,0,5,20,0,0,0,1,0.54,0.5152,0.88,0.0,53,138,191
3237,2011-05-15 21:00:00,3144,2,0,5,21,0,0,0,1,0.54,0.5152,0.88,0.0,44,107,151
3238,2011-05-15 22:00:00,3145,2,0,5,22,0,0,0,1,0.56,0.5303,0.83,0.0,29,88,117
3239,2011-05-15 23:00:00,3146,2,0,5,23,0,0,0,1,0.54,0.5152,0.88,0.2239,18,51,69
3240,2011-05-16 00:00:00,3147,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,17,21,38
3241,2011-05-16 01:00:00,3148,2,0,5,1,0,1,1,1,0.52,0.5,0.94,0.1343,6,8,14
3242,2011-05-16 02:00:00,3149,2,0,5,2,0,1,1,1,0.5,0.4848,1.0,0.0896,4,9,13
3243,2011-05-16 03:00:00,3150,2,0,5,3,0,1,1,1,0.5,0.4848,0.94,0.1642,1,3,4
3244,2011-05-16 04:00:00,3151,2,0,5,4,0,1,1,1,0.5,0.4848,1.0,0.1343,1,5,6
3245,2011-05-16 05:00:00,3152,2,0,5,5,0,1,1,1,0.5,0.4848,0.93,0.19399999999999998,1,20,21
3246,2011-05-16 06:00:00,3153,2,0,5,6,0,1,1,1,0.52,0.5,0.88,0.1642,11,93,104
3247,2011-05-16 07:00:00,3154,2,0,5,7,0,1,1,1,0.52,0.5,0.83,0.2836,27,245,272
3248,2011-05-16 08:00:00,3155,2,0,5,8,0,1,1,1,0.56,0.5303,0.73,0.2985,28,366,394
3249,2011-05-16 09:00:00,3156,2,0,5,9,0,1,1,1,0.6,0.5909,0.69,0.19399999999999998,38,156,194
3250,2011-05-16 10:00:00,3157,2,0,5,10,0,1,1,1,0.62,0.6061,0.65,0.0896,37,75,112
3251,2011-05-16 11:00:00,3158,2,0,5,11,0,1,1,1,0.64,0.6212,0.57,0.0,56,129,185
3252,2011-05-16 12:00:00,3159,2,0,5,12,0,1,1,1,0.66,0.6212,0.54,0.0896,72,137,209
3253,2011-05-16 13:00:00,3160,2,0,5,13,0,1,1,1,0.68,0.6364,0.51,0.0,61,153,214
3254,2011-05-16 14:00:00,3161,2,0,5,14,0,1,1,1,0.68,0.6364,0.51,0.0,76,117,193
3255,2011-05-16 15:00:00,3162,2,0,5,15,0,1,1,1,0.72,0.6667,0.51,0.0,55,110,165
3256,2011-05-16 16:00:00,3163,2,0,5,16,0,1,1,3,0.6,0.5758,0.78,0.2537,45,181,226
3257,2011-05-16 17:00:00,3164,2,0,5,17,0,1,1,1,0.58,0.5455,0.88,0.2239,47,227,274
3258,2011-05-16 18:00:00,3165,2,0,5,18,0,1,1,3,0.58,0.5455,0.83,0.19399999999999998,55,398,453
3259,2011-05-16 19:00:00,3166,2,0,5,19,0,1,1,1,0.58,0.5455,0.83,0.2537,36,272,308
3260,2011-05-16 20:00:00,3167,2,0,5,20,0,1,1,1,0.58,0.5455,0.83,0.0,31,167,198
3261,2011-05-16 21:00:00,3168,2,0,5,21,0,1,1,1,0.58,0.5455,0.83,0.0,28,149,177
3262,2011-05-16 22:00:00,3169,2,0,5,22,0,1,1,1,0.56,0.5303,0.88,0.0896,22,105,127
3263,2011-05-16 23:00:00,3170,2,0,5,23,0,1,1,1,0.56,0.5303,0.88,0.0896,18,39,57
3264,2011-05-17 00:00:00,3171,2,0,5,0,0,2,1,2,0.56,0.5303,0.88,0.0,13,18,31
3265,2011-05-17 01:00:00,3172,2,0,5,1,0,2,1,3,0.56,0.5303,0.88,0.0,7,6,13
3266,2011-05-17 02:00:00,3173,2,0,5,2,0,2,1,3,0.56,0.5303,0.88,0.0,4,4,8
3267,2011-05-17 03:00:00,3174,2,0,5,3,0,2,1,3,0.54,0.5152,0.94,0.2537,1,3,4
3268,2011-05-17 04:00:00,3175,2,0,5,4,0,2,1,3,0.54,0.5152,0.94,0.2537,2,2,4
3269,2011-05-17 05:00:00,3176,2,0,5,5,0,2,1,3,0.52,0.5,0.94,0.2537,0,22,22
3270,2011-05-17 06:00:00,3177,2,0,5,6,0,2,1,3,0.52,0.5,0.94,0.2537,0,49,49
3271,2011-05-17 07:00:00,3178,2,0,5,7,0,2,1,2,0.52,0.5,0.94,0.2537,13,138,151
3272,2011-05-17 08:00:00,3179,2,0,5,8,0,2,1,2,0.52,0.5,0.94,0.2985,22,325,347
3273,2011-05-17 09:00:00,3180,2,0,5,9,0,2,1,2,0.54,0.5152,0.88,0.2537,17,190,207
3274,2011-05-17 10:00:00,3181,2,0,5,10,0,2,1,3,0.54,0.5152,0.88,0.2537,31,73,104
3275,2011-05-17 11:00:00,3182,2,0,5,11,0,2,1,2,0.56,0.5303,0.83,0.4179,26,104,130
3276,2011-05-17 12:00:00,3183,2,0,5,12,0,2,1,3,0.56,0.5303,0.83,0.4179,38,115,153
3277,2011-05-17 13:00:00,3184,2,0,5,13,0,2,1,2,0.56,0.5303,0.88,0.3284,31,141,172
3278,2011-05-17 14:00:00,3185,2,0,5,14,0,2,1,1,0.62,0.5909,0.73,0.4627,61,123,184
3279,2011-05-17 15:00:00,3186,2,0,5,15,0,2,1,1,0.62,0.6061,0.69,0.4478,79,131,210
3280,2011-05-17 16:00:00,3187,2,0,5,16,0,2,1,1,0.62,0.6061,0.61,0.3284,73,217,290
3281,2011-05-17 17:00:00,3188,2,0,5,17,0,2,1,1,0.62,0.6061,0.65,0.4179,83,521,604
3282,2011-05-17 18:00:00,3189,2,0,5,18,0,2,1,1,0.6,0.5909,0.69,0.2985,54,426,480
3283,2011-05-17 19:00:00,3190,2,0,5,19,0,2,1,1,0.6,0.5909,0.69,0.2537,51,298,349
3284,2011-05-17 20:00:00,3191,2,0,5,20,0,2,1,1,0.58,0.5455,0.83,0.4179,30,253,283
3285,2011-05-17 21:00:00,3192,2,0,5,21,0,2,1,1,0.54,0.5152,0.88,0.2537,23,151,174
3286,2011-05-17 22:00:00,3193,2,0,5,22,0,2,1,2,0.54,0.5152,0.88,0.2836,12,86,98
3287,2011-05-17 23:00:00,3194,2,0,5,23,0,2,1,2,0.54,0.5152,0.88,0.2537,7,49,56
3288,2011-05-18 00:00:00,3195,2,0,5,0,0,3,1,2,0.54,0.5152,0.88,0.2239,8,15,23
3289,2011-05-18 01:00:00,3196,2,0,5,1,0,3,1,2,0.54,0.5152,0.88,0.2537,3,9,12
3290,2011-05-18 02:00:00,3197,2,0,5,2,0,3,1,3,0.52,0.5,0.94,0.2239,1,5,6
3291,2011-05-18 03:00:00,3198,2,0,5,3,0,3,1,3,0.52,0.5,0.94,0.2985,6,3,9
3292,2011-05-18 04:00:00,3199,2,0,5,4,0,3,1,3,0.52,0.5,0.94,0.2985,1,2,3
3293,2011-05-18 05:00:00,3200,2,0,5,5,0,3,1,1,0.52,0.5,1.0,0.2239,0,9,9
3294,2011-05-18 06:00:00,3201,2,0,5,6,0,3,1,1,0.52,0.5,1.0,0.1343,2,99,101
3295,2011-05-18 07:00:00,3202,2,0,5,7,0,3,1,1,0.54,0.5152,0.88,0.19399999999999998,14,260,274
3296,2011-05-18 08:00:00,3203,2,0,5,8,0,3,1,1,0.56,0.5303,0.88,0.2836,25,428,453
3297,2011-05-18 09:00:00,3204,2,0,5,9,0,3,1,3,0.56,0.5303,0.83,0.2537,26,176,202
3298,2011-05-18 10:00:00,3205,2,0,5,10,0,3,1,3,0.54,0.5152,0.88,0.2836,33,73,106
3299,2011-05-18 11:00:00,3206,2,0,5,11,0,3,1,2,0.54,0.5152,0.94,0.0896,6,17,23
3300,2011-05-18 12:00:00,3207,2,0,5,12,0,3,1,1,0.56,0.5303,0.94,0.2985,12,42,54
3301,2011-05-18 13:00:00,3208,2,0,5,13,0,3,1,2,0.56,0.5303,0.83,0.3284,30,92,122
3302,2011-05-18 14:00:00,3209,2,0,5,14,0,3,1,2,0.58,0.5455,0.78,0.2836,44,94,138
3303,2011-05-18 15:00:00,3210,2,0,5,15,0,3,1,1,0.6,0.5758,0.78,0.2537,34,133,167
3304,2011-05-18 16:00:00,3211,2,0,5,16,0,3,1,1,0.6,0.5909,0.73,0.19399999999999998,53,241,294
3305,2011-05-18 17:00:00,3212,2,0,5,17,0,3,1,1,0.6,0.5909,0.69,0.1343,78,487,565
3306,2011-05-18 18:00:00,3213,2,0,5,18,0,3,1,1,0.6,0.5909,0.73,0.2239,58,431,489
3307,2011-05-18 19:00:00,3214,2,0,5,19,0,3,1,3,0.56,0.5303,0.88,0.1343,43,288,331
3308,2011-05-18 20:00:00,3215,2,0,5,20,0,3,1,3,0.56,0.5303,0.88,0.1343,24,189,213
3309,2011-05-18 21:00:00,3216,2,0,5,21,0,3,1,1,0.52,0.5,0.88,0.0,11,74,85
3310,2011-05-18 22:00:00,3217,2,0,5,22,0,3,1,1,0.52,0.5,0.83,0.0,14,103,117
3311,2011-05-18 23:00:00,3218,2,0,5,23,0,3,1,1,0.52,0.5,0.94,0.0896,10,49,59
3312,2011-05-19 00:00:00,3219,2,0,5,0,0,4,1,1,0.52,0.5,0.94,0.1045,6,23,29
3313,2011-05-19 01:00:00,3220,2,0,5,1,0,4,1,1,0.5,0.4848,0.94,0.0,2,4,6
3314,2011-05-19 02:00:00,3221,2,0,5,2,0,4,1,1,0.5,0.4848,0.94,0.0,3,12,15
3315,2011-05-19 03:00:00,3222,2,0,5,3,0,4,1,1,0.48,0.4697,1.0,0.0,1,3,4
3316,2011-05-19 04:00:00,3223,2,0,5,4,0,4,1,1,0.48,0.4697,0.94,0.0,2,3,5
3317,2011-05-19 05:00:00,3224,2,0,5,5,0,4,1,1,0.48,0.4697,0.94,0.0,2,24,26
3318,2011-05-19 06:00:00,3225,2,0,5,6,0,4,1,2,0.5,0.4848,0.94,0.0,17,86,103
3319,2011-05-19 07:00:00,3226,2,0,5,7,0,4,1,2,0.5,0.4848,1.0,0.0,18,239,257
3320,2011-05-19 08:00:00,3227,2,0,5,8,0,4,1,2,0.52,0.5,0.88,0.0,34,453,487
3321,2011-05-19 09:00:00,3228,2,0,5,9,0,4,1,2,0.54,0.5152,0.88,0.0896,40,176,216
3322,2011-05-19 10:00:00,3229,2,0,5,10,0,4,1,2,0.54,0.5152,0.83,0.0,35,95,130
3323,2011-05-19 11:00:00,3230,2,0,5,11,0,4,1,3,0.54,0.5152,0.88,0.1642,53,111,164
3324,2011-05-19 12:00:00,3231,2,0,5,12,0,4,1,2,0.58,0.5455,0.78,0.1045,38,130,168
3325,2011-05-19 13:00:00,3232,2,0,5,13,0,4,1,3,0.58,0.5455,0.64,0.2537,44,139,183
3326,2011-05-19 14:00:00,3233,2,0,5,14,0,4,1,3,0.54,0.5152,0.73,0.19399999999999998,43,137,180
